,date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
4395963,2021-10-05,US_IL,-6.0,3.0,42.0,-22.0,-25.0,5.0
4395964,2021-10-06,US_IL,-6.0,2.0,36.0,-21.0,-24.0,5.0
4395965,2021-10-07,US_IL,-7.0,2.0,17.0,-22.0,-25.0,6.0
4395966,2021-10-08,US_IL,-6.0,0.0,46.0,-16.0,-26.0,4.0
4395967,2021-10-09,US_IL,-3.0,5.0,144.0,1.0,-8.0,-2.0
4395968,2021-10-10,US_IL,-3.0,0.0,106.0,-2.0,-12.0,0.0
4395969,2021-10-11,US_IL,-9.0,-4.0,3.0,-28.0,-40.0,10.0
4395970,2021-10-12,US_IL,-6.0,3.0,35.0,-19.0,-26.0,5.0
4395971,2021-10-13,US_IL,-7.0,0.0,17.0,-22.0,-25.0,6.0
4395972,2021-10-14,US_IL,-5.0,4.0,34.0,-21.0,-24.0,5.0
4395973,2021-10-15,US_IL,-5.0,-1.0,32.0,-17.0,-24.0,4.0
4395974,2021-10-16,US_IL,0.0,6.0,112.0,-2.0,-8.0,-2.0
4395975,2021-10-17,US_IL,-1.0,0.0,111.0,-6.0,-12.0,0.0
4395976,2021-10-18,US_IL,-5.0,1.0,45.0,-22.0,-26.0,5.0
4395977,2021-10-19,US_IL,-4.0,0.0,51.0,-21.0,-25.0,5.0
4395978,2021-10-20,US_IL,-4.0,2.0,45.0,-20.0,-24.0,5.0
4395979,2021-10-21,US_IL,-6.0,2.0,16.0,-22.0,-24.0,5.0
4395980,2021-10-22,US_IL,-6.0,-1.0,37.0,-17.0,-25.0,4.0
4395981,2021-10-23,US_IL,-3.0,5.0,94.0,-3.0,-7.0,-1.0
4395982,2021-10-24,US_IL,-13.0,-8.0,-3.0,-18.0,-14.0,3.0
4395983,2021-10-25,US_IL,-9.0,0.0,-12.0,-28.0,-27.0,7.0
4395984,2021-10-26,US_IL,-5.0,3.0,26.0,-21.0,-24.0,5.0
4395985,2021-10-27,US_IL,-3.0,4.0,26.0,-21.0,-23.0,5.0
4395986,2021-10-28,US_IL,-7.0,3.0,-10.0,-24.0,-24.0,6.0
4395987,2021-10-29,US_IL,-9.0,-2.0,-10.0,-22.0,-25.0,6.0
4395988,2021-10-30,US_IL,-2.0,11.0,73.0,-5.0,-9.0,-1.0
4395989,2021-10-31,US_IL,-7.0,3.0,90.0,-10.0,-14.0,1.0
4395990,2021-11-01,US_IL,-7.0,1.0,3.0,-23.0,-26.0,6.0
4395991,2021-11-02,US_IL,-7.0,0.0,9.0,-23.0,-25.0,6.0
4395992,2021-11-03,US_IL,-5.0,2.0,5.0,-23.0,-23.0,6.0
4395993,2021-11-04,US_IL,-6.0,2.0,7.0,-23.0,-23.0,6.0
4395994,2021-11-05,US_IL,-7.0,-3.0,14.0,-21.0,-24.0,5.0
4395995,2021-11-06,US_IL,-4.0,2.0,59.0,-9.0,-6.0,0.0
4395996,2021-11-07,US_IL,-1.0,2.0,87.0,-13.0,-11.0,1.0
4395997,2021-11-08,US_IL,-7.0,0.0,27.0,-24.0,-25.0,5.0
4395998,2021-11-09,US_IL,-7.0,-1.0,12.0,-24.0,-24.0,5.0
4395999,2021-11-10,US_IL,-5.0,2.0,9.0,-21.0,-23.0,5.0
4396000,2021-11-11,US_IL,-6.0,1.0,-15.0,-29.0,-32.0,9.0
4396001,2021-11-12,US_IL,-11.0,-4.0,-14.0,-25.0,-26.0,7.0
4396002,2021-11-13,US_IL,-6.0,2.0,6.0,-14.0,-7.0,1.0
4396003,2021-11-14,US_IL,-8.0,-3.0,-10.0,-19.0,-12.0,3.0
4396004,2021-11-15,US_IL,-8.0,-1.0,-12.0,-26.0,-25.0,6.0
4396005,2021-11-16,US_IL,-6.0,-1.0,5.0,-24.0,-24.0,6.0
4396006,2021-11-17,US_IL,-7.0,-1.0,-11.0,-24.0,-24.0,6.0
4396007,2021-11-18,US_IL,-6.0,1.0,-11.0,-25.0,-23.0,6.0
4396008,2021-11-19,US_IL,-8.0,-3.0,3.0,-20.0,-23.0,5.0
4396009,2021-11-20,US_IL,-4.0,4.0,29.0,-4.0,-5.0,1.0
4396010,2021-11-21,US_IL,-3.0,1.0,30.0,-13.0,-9.0,2.0
4396011,2021-11-22,US_IL,-3.0,8.0,-11.0,-27.0,-27.0,6.0
4396012,2021-11-23,US_IL,3.0,16.0,-3.0,-20.0,-28.0,5.0
4396013,2021-11-24,US_IL,15.0,40.0,-2.0,-18.0,-40.0,7.0
4396014,2021-11-25,US_IL,-62.0,-21.0,-18.0,-51.0,-85.0,19.0
4396015,2021-11-26,US_IL,-12.0,-10.0,-8.0,-42.0,-64.0,16.0
4396016,2021-11-27,US_IL,-13.0,-7.0,14.0,-13.0,-18.0,3.0
4396017,2021-11-28,US_IL,-10.0,-7.0,5.0,-11.0,-12.0,3.0
4396018,2021-11-29,US_IL,-9.0,-1.0,-13.0,-26.0,-26.0,7.0
4396019,2021-11-30,US_IL,-7.0,0.0,-1.0,-22.0,-25.0,6.0
4396020,2021-12-01,US_IL,-6.0,3.0,-7.0,-23.0,-24.0,6.0
4396021,2021-12-02,US_IL,-7.0,3.0,13.0,-25.0,-24.0,6.0
4396022,2021-12-03,US_IL,-8.0,-1.0,11.0,-23.0,-23.0,5.0
4396023,2021-12-04,US_IL,-4.0,4.0,30.0,-12.0,-4.0,1.0
4396024,2021-12-05,US_IL,-11.0,-4.0,-15.0,-20.0,-10.0,3.0
4396025,2021-12-06,US_IL,-10.0,0.0,-21.0,-30.0,-26.0,7.0
4396026,2021-12-07,US_IL,-10.0,-2.0,-22.0,-30.0,-24.0,7.0
4396027,2021-12-08,US_IL,-7.0,1.0,-13.0,-27.0,-23.0,6.0
4396028,2021-12-09,US_IL,-8.0,2.0,-10.0,-28.0,-22.0,6.0
4396029,2021-12-10,US_IL,-13.0,-5.0,-15.0,-26.0,-22.0,6.0
4396030,2021-12-11,US_IL,-6.0,3.0,7.0,-14.0,-4.0,2.0
4396031,2021-12-12,US_IL,-4.0,1.0,24.0,-18.0,-7.0,2.0
4396032,2021-12-13,US_IL,-6.0,3.0,-3.0,-28.0,-24.0,6.0
4396033,2021-12-14,US_IL,-4.0,3.0,0.0,-26.0,-24.0,6.0
4396034,2021-12-15,US_IL,-1.0,7.0,-1.0,-24.0,-23.0,6.0
4396035,2021-12-16,US_IL,-2.0,7.0,-12.0,-26.0,-23.0,6.0
4396036,2021-12-17,US_IL,-6.0,1.0,-8.0,-24.0,-24.0,6.0
4396037,2021-12-18,US_IL,-4.0,6.0,3.0,-11.0,-5.0,1.0
4396038,2021-12-19,US_IL,0.0,3.0,14.0,-16.0,-7.0,2.0
4396039,2021-12-20,US_IL,3.0,11.0,-7.0,-30.0,-33.0,8.0
4396040,2021-12-21,US_IL,4.0,14.0,-9.0,-28.0,-34.0,8.0
4396041,2021-12-22,US_IL,8.0,23.0,-14.0,-28.0,-36.0,9.0
4396042,2021-12-23,US_IL,16.0,46.0,-2.0,-30.0,-46.0,10.0
4396043,2021-12-24,US_IL,-23.0,27.0,-9.0,-44.0,-72.0,18.0
4396044,2021-12-25,US_IL,-77.0,-61.0,-10.0,-45.0,-68.0,10.0
4396045,2021-12-26,US_IL,-16.0,-13.0,2.0,-28.0,-21.0,4.0
4396046,2021-12-27,US_IL,-5.0,1.0,-12.0,-37.0,-51.0,14.0
4396047,2021-12-28,US_IL,-17.0,-8.0,-31.0,-37.0,-47.0,15.0
4396048,2021-12-29,US_IL,-6.0,5.0,-20.0,-34.0,-46.0,14.0
4396049,2021-12-30,US_IL,-2.0,17.0,-18.0,-36.0,-49.0,14.0
4396050,2021-12-31,US_IL,-15.0,20.0,-12.0,-44.0,-66.0,19.0
4396051,2022-01-01,US_IL,-57.0,-43.0,-48.0,-52.0,-52.0,15.0
4396052,2022-01-02,US_IL,-30.0,-22.0,-15.0,-31.0,-20.0,8.0
4396053,2022-01-03,US_IL,-16.0,-2.0,-35.0,-37.0,-42.0,14.0
4396054,2022-01-04,US_IL,-18.0,-2.0,-31.0,-36.0,-34.0,12.0
4396055,2022-01-05,US_IL,-24.0,-8.0,-43.0,-40.0,-34.0,14.0
4396056,2022-01-06,US_IL,-25.0,-8.0,-41.0,-43.0,-33.0,14.0
4396057,2022-01-07,US_IL,-27.0,-13.0,-42.0,-42.0,-33.0,14.0
4396058,2022-01-08,US_IL,-27.0,-6.0,-32.0,-32.0,-13.0,8.0
4396059,2022-01-09,US_IL,-27.0,-14.0,-32.0,-35.0,-15.0,7.0
4396060,2022-01-10,US_IL,-23.0,-9.0,-38.0,-43.0,-32.0,11.0
4396061,2022-01-11,US_IL,-21.0,-8.0,-33.0,-41.0,-30.0,11.0
4396062,2022-01-12,US_IL,-18.0,-5.0,-23.0,-37.0,-29.0,11.0
4396063,2022-01-13,US_IL,-19.0,-4.0,-22.0,-37.0,-28.0,10.0
4396064,2022-01-14,US_IL,-22.0,-8.0,-28.0,-35.0,-28.0,10.0
4396065,2022-01-15,US_IL,-24.0,-11.0,-23.0,-30.0,-11.0,6.0
4396066,2022-01-16,US_IL,-22.0,-13.0,-14.0,-33.0,-14.0,5.0
4396067,2022-01-17,US_IL,-17.0,-9.0,-33.0,-44.0,-46.0,14.0
4396068,2022-01-18,US_IL,-19.0,-7.0,-20.0,-36.0,-28.0,9.0
4396069,2022-01-19,US_IL,-21.0,-10.0,-31.0,-38.0,-27.0,10.0
4396070,2022-01-20,US_IL,-23.0,-11.0,-32.0,-39.0,-27.0,10.0
4396071,2022-01-21,US_IL,-22.0,-11.0,-28.0,-36.0,-25.0,9.0
4396072,2022-01-22,US_IL,-19.0,-5.0,-16.0,-29.0,-7.0,4.0
4396073,2022-01-23,US_IL,-28.0,-18.0,-14.0,-33.0,-12.0,6.0
4396074,2022-01-24,US_IL,-26.0,-14.0,-29.0,-39.0,-29.0,10.0
4396075,2022-01-25,US_IL,-22.0,-11.0,-33.0,-39.0,-27.0,9.0
4396076,2022-01-26,US_IL,-24.0,-14.0,-37.0,-40.0,-27.0,10.0
4396077,2022-01-27,US_IL,-19.0,-5.0,-26.0,-36.0,-24.0,9.0
4396078,2022-01-28,US_IL,-24.0,-14.0,-28.0,-36.0,-26.0,10.0
4396079,2022-01-29,US_IL,-17.0,-4.0,-13.0,-28.0,-6.0,4.0
4396080,2022-01-30,US_IL,-20.0,-9.0,-12.0,-31.0,-10.0,4.0
4396081,2022-01-31,US_IL,-15.0,0.0,-22.0,-35.0,-25.0,7.0
4396082,2022-02-01,US_IL,-10.0,15.0,-21.0,-31.0,-24.0,6.0
4396083,2022-02-02,US_IL,-52.0,-42.0,-47.0,-53.0,-49.0,21.0
4396084,2022-02-03,US_IL,-36.0,-22.0,-39.0,-47.0,-41.0,17.0
4396085,2022-02-04,US_IL,-24.0,-12.0,-29.0,-34.0,-28.0,11.0
4396086,2022-02-05,US_IL,-18.0,-6.0,-20.0,-26.0,-5.0,4.0
4396087,2022-02-06,US_IL,-17.0,-8.0,-5.0,-30.0,-9.0,4.0
4396088,2022-02-07,US_IL,-18.0,-7.0,-25.0,-34.0,-24.0,7.0
4396089,2022-02-08,US_IL,-16.0,-6.0,-18.0,-32.0,-24.0,7.0
4396090,2022-02-09,US_IL,-15.0,-5.0,-20.0,-31.0,-23.0,7.0
4396091,2022-02-10,US_IL,-16.0,-3.0,-22.0,-32.0,-23.0,7.0
4396092,2022-02-11,US_IL,-16.0,-5.0,-19.0,-29.0,-23.0,7.0
4396093,2022-02-12,US_IL,-13.0,2.0,-15.0,-22.0,-6.0,2.0
4396094,2022-02-13,US_IL,-19.0,4.0,-15.0,-28.0,-11.0,2.0
4396095,2022-02-14,US_IL,-10.0,6.0,-22.0,-34.0,-26.0,7.0
4396096,2022-02-15,US_IL,-16.0,-9.0,-14.0,-29.0,-24.0,6.0
4396097,2022-02-16,US_IL,-14.0,-2.0,-17.0,-28.0,-23.0,7.0
4396098,2022-02-17,US_IL,-37.0,-25.0,-39.0,-41.0,-33.0,14.0
4396099,2022-02-18,US_IL,-21.0,-16.0,-26.0,-28.0,-28.0,9.0
4396100,2022-02-19,US_IL,-15.0,-8.0,-14.0,-21.0,-7.0,3.0
4396101,2022-02-20,US_IL,-10.0,-8.0,17.0,-21.0,-10.0,2.0
4396102,2022-02-21,US_IL,-9.0,-6.0,-3.0,-34.0,-40.0,9.0
4396103,2022-02-22,US_IL,-19.0,-13.0,-29.0,-33.0,-24.0,7.0
4396104,2022-02-23,US_IL,-16.0,-8.0,-24.0,-30.0,-23.0,7.0
4396105,2022-02-24,US_IL,-24.0,-13.0,-32.0,-34.0,-25.0,9.0
4396106,2022-02-25,US_IL,-19.0,-15.0,-24.0,-28.0,-23.0,7.0
4396107,2022-02-26,US_IL,-10.0,-4.0,-4.0,-19.0,-5.0,1.0
4396108,2022-02-27,US_IL,-9.0,-6.0,12.0,-22.0,-9.0,2.0
4396109,2022-02-28,US_IL,-13.0,-6.0,-4.0,-30.0,-23.0,5.0
4396110,2022-03-01,US_IL,-10.0,-5.0,4.0,-27.0,-23.0,5.0
4396111,2022-03-02,US_IL,-11.0,-6.0,13.0,-27.0,-22.0,5.0
4396112,2022-03-03,US_IL,-13.0,-7.0,-16.0,-30.0,-22.0,5.0
4396113,2022-03-04,US_IL,-13.0,-9.0,-12.0,-27.0,-22.0,5.0
4396114,2022-03-05,US_IL,-6.0,-3.0,75.0,-13.0,-6.0,0.0
4396115,2022-03-06,US_IL,-9.0,-7.0,4.0,-23.0,-10.0,2.0
4396116,2022-03-07,US_IL,-20.0,-12.0,-30.0,-34.0,-27.0,8.0
4396117,2022-03-08,US_IL,-14.0,-7.0,-14.0,-30.0,-23.0,6.0
4396118,2022-03-09,US_IL,-13.0,-8.0,-10.0,-29.0,-22.0,5.0
4396119,2022-03-10,US_IL,-16.0,-8.0,-21.0,-31.0,-22.0,6.0
4396120,2022-03-11,US_IL,-19.0,-13.0,-25.0,-30.0,-22.0,7.0
4396121,2022-03-12,US_IL,-13.0,-8.0,-15.0,-19.0,-6.0,2.0
4396122,2022-03-13,US_IL,-8.0,-5.0,49.0,-19.0,-10.0,1.0
4396123,2022-03-14,US_IL,-13.0,-5.0,23.0,-29.0,-24.0,5.0
4396124,2022-03-15,US_IL,-11.0,-6.0,23.0,-27.0,-23.0,5.0
4396125,2022-03-16,US_IL,-8.0,-4.0,49.0,-24.0,-22.0,4.0
4396126,2022-03-17,US_IL,-10.0,-4.0,30.0,-27.0,-22.0,4.0
4396127,2022-03-18,US_IL,-18.0,-15.0,-25.0,-29.0,-23.0,6.0
4396128,2022-03-19,US_IL,-11.0,-6.0,-10.0,-18.0,-8.0,1.0
4396129,2022-03-20,US_IL,-5.0,-3.0,103.0,-14.0,-10.0,0.0
4396130,2022-03-21,US_IL,-9.0,-5.0,60.0,-27.0,-26.0,4.0
4396131,2022-03-22,US_IL,-17.0,-11.0,-21.0,-30.0,-25.0,7.0
4396132,2022-03-23,US_IL,-14.0,-9.0,-22.0,-29.0,-25.0,6.0
4396133,2022-03-24,US_IL,-15.0,-8.0,-24.0,-30.0,-24.0,6.0
4396134,2022-03-25,US_IL,-15.0,-10.0,-13.0,-28.0,-24.0,5.0
4396135,2022-03-26,US_IL,-13.0,-7.0,-9.0,-19.0,-7.0,1.0
4396136,2022-03-27,US_IL,-10.0,-7.0,11.0,-21.0,-10.0,1.0
4396137,2022-03-28,US_IL,-15.0,-8.0,-9.0,-31.0,-27.0,6.0
4396138,2022-03-29,US_IL,-15.0,-10.0,-13.0,-29.0,-27.0,6.0
4396139,2022-03-30,US_IL,-19.0,-14.0,-28.0,-31.0,-26.0,7.0
4396140,2022-03-31,US_IL,-15.0,-8.0,-26.0,-30.0,-26.0,7.0
4396141,2022-04-01,US_IL,-11.0,-5.0,6.0,-26.0,-25.0,4.0
4396142,2022-04-02,US_IL,-14.0,-7.0,-5.0,-22.0,-8.0,2.0
4396143,2022-04-03,US_IL,-7.0,-2.0,51.0,-19.0,-9.0,1.0
4396144,2022-04-04,US_IL,-14.0,-5.0,3.0,-30.0,-22.0,5.0
4396145,2022-04-05,US_IL,-13.0,-6.0,10.0,-27.0,-22.0,5.0
4396146,2022-04-06,US_IL,-12.0,-6.0,0.0,-26.0,-21.0,5.0
4396147,2022-04-07,US_IL,-13.0,-5.0,-10.0,-27.0,-21.0,5.0
4396148,2022-04-08,US_IL,-15.0,-9.0,-18.0,-28.0,-22.0,5.0
4396149,2022-04-09,US_IL,-6.0,1.0,40.0,-16.0,-5.0,0.0
4396150,2022-04-10,US_IL,-3.0,0.0,95.0,-15.0,-9.0,0.0
4396151,2022-04-11,US_IL,-11.0,-2.0,25.0,-29.0,-25.0,5.0
4396152,2022-04-12,US_IL,-8.0,-4.0,41.0,-25.0,-24.0,4.0
4396153,2022-04-13,US_IL,-15.0,-9.0,-16.0,-30.0,-25.0,7.0
4396154,2022-04-14,US_IL,-6.0,3.0,10.0,-27.0,-25.0,4.0
4396155,2022-04-15,US_IL,-8.0,2.0,12.0,-30.0,-42.0,9.0
4396156,2022-04-16,US_IL,-7.0,12.0,56.0,-20.0,-14.0,0.0
4396157,2022-04-17,US_IL,-35.0,-18.0,26.0,-25.0,-25.0,0.0
4396158,2022-04-18,US_IL,-15.0,-9.0,-15.0,-31.0,-29.0,7.0
4396159,2022-04-19,US_IL,-12.0,-7.0,24.0,-27.0,-23.0,4.0
4396160,2022-04-20,US_IL,-14.0,-9.0,-8.0,-27.0,-22.0,5.0
4396161,2022-04-21,US_IL,-7.0,-2.0,65.0,-25.0,-22.0,3.0
4396162,2022-04-22,US_IL,-14.0,-11.0,2.0,-28.0,-22.0,5.0
4396163,2022-04-23,US_IL,-3.0,3.0,149.0,-8.0,-6.0,-3.0
4396164,2022-04-24,US_IL,-8.0,-4.0,35.0,-18.0,-10.0,1.0
4396165,2022-04-25,US_IL,-11.0,-2.0,12.0,-27.0,-22.0,4.0
4396166,2022-04-26,US_IL,-9.0,-3.0,23.0,-24.0,-22.0,4.0
4396167,2022-04-27,US_IL,-8.0,-3.0,16.0,-24.0,-21.0,4.0
4396168,2022-04-28,US_IL,-10.0,-2.0,11.0,-25.0,-21.0,4.0
4396169,2022-04-29,US_IL,-9.0,-5.0,30.0,-23.0,-21.0,3.0
4396170,2022-04-30,US_IL,-8.0,-2.0,37.0,-17.0,-7.0,1.0
4396171,2022-05-01,US_IL,-4.0,0.0,52.0,-15.0,-8.0,0.0
4396172,2022-05-02,US_IL,-8.0,0.0,29.0,-27.0,-23.0,4.0
4396173,2022-05-03,US_IL,-11.0,-4.0,-15.0,-28.0,-23.0,6.0
4396174,2022-05-04,US_IL,-4.0,2.0,38.0,-22.0,-21.0,3.0
4396175,2022-05-05,US_IL,-7.0,0.0,-5.0,-26.0,-21.0,4.0
4396176,2022-05-06,US_IL,-9.0,-2.0,-8.0,-26.0,-22.0,5.0
4396177,2022-05-07,US_IL,2.0,16.0,118.0,-7.0,-7.0,-3.0
4396178,2022-05-08,US_IL,3.0,12.0,96.0,-13.0,-11.0,-2.0
4396179,2022-05-09,US_IL,-5.0,1.0,75.0,-24.0,-24.0,3.0
4396180,2022-05-10,US_IL,-2.0,2.0,72.0,-20.0,-23.0,2.0
4396181,2022-05-11,US_IL,-3.0,1.0,55.0,-21.0,-22.0,3.0
4396182,2022-05-12,US_IL,-3.0,3.0,63.0,-21.0,-22.0,3.0
4396183,2022-05-13,US_IL,-6.0,-1.0,70.0,-19.0,-23.0,2.0
4396184,2022-05-14,US_IL,-2.0,4.0,133.0,-6.0,-8.0,-3.0
4396185,2022-05-15,US_IL,-1.0,1.0,98.0,-11.0,-10.0,-1.0
4396186,2022-05-16,US_IL,-4.0,2.0,74.0,-23.0,-24.0,3.0
4396187,2022-05-17,US_IL,-5.0,-1.0,51.0,-21.0,-23.0,3.0
4396188,2022-05-18,US_IL,-7.0,-2.0,19.0,-23.0,-23.0,5.0
4396189,2022-05-19,US_IL,-3.0,2.0,73.0,-21.0,-22.0,3.0
4396190,2022-05-20,US_IL,-7.0,-3.0,54.0,-21.0,-23.0,3.0
4396191,2022-05-21,US_IL,-8.0,-1.0,39.0,-11.0,-8.0,0.0
4396192,2022-05-22,US_IL,1.0,2.0,126.0,-7.0,-9.0,-1.0
4396193,2022-05-23,US_IL,-5.0,1.0,54.0,-22.0,-25.0,4.0
4396194,2022-05-24,US_IL,-4.0,0.0,61.0,-19.0,-24.0,3.0
4396195,2022-05-25,US_IL,-6.0,0.0,12.0,-22.0,-25.0,5.0
4396196,2022-05-26,US_IL,-2.0,5.0,52.0,-21.0,-25.0,4.0
4396197,2022-05-27,US_IL,-7.0,2.0,34.0,-21.0,-29.0,4.0
4396198,2022-05-28,US_IL,-6.0,7.0,143.0,-4.0,-15.0,-3.0
4396199,2022-05-29,US_IL,-1.0,5.0,187.0,-8.0,-16.0,-4.0
4396200,2022-05-30,US_IL,-10.0,-1.0,132.0,-35.0,-77.0,14.0
4396201,2022-05-31,US_IL,-5.0,2.0,67.0,-20.0,-29.0,4.0
4396202,2022-06-01,US_IL,-3.0,3.0,59.0,-20.0,-28.0,4.0
4396203,2022-06-02,US_IL,-3.0,4.0,84.0,-20.0,-28.0,4.0
4396204,2022-06-03,US_IL,-6.0,1.0,91.0,-17.0,-29.0,3.0
4396205,2022-06-04,US_IL,-7.0,2.0,124.0,-3.0,-8.0,-2.0
4396206,2022-06-05,US_IL,-1.0,2.0,158.0,-2.0,-10.0,-2.0
4396207,2022-06-06,US_IL,-8.0,-2.0,25.0,-23.0,-31.0,6.0
4396208,2022-06-07,US_IL,-3.0,1.0,78.0,-18.0,-29.0,4.0
4396209,2022-06-08,US_IL,-8.0,-2.0,23.0,-21.0,-29.0,6.0
4396210,2022-06-09,US_IL,-3.0,3.0,95.0,-19.0,-29.0,4.0
4396211,2022-06-10,US_IL,-8.0,-2.0,58.0,-18.0,-31.0,4.0
4396212,2022-06-11,US_IL,-7.0,2.0,142.0,-3.0,-9.0,-3.0
4396213,2022-06-12,US_IL,-3.0,0.0,142.0,-6.0,-10.0,-1.0
4396214,2022-06-13,US_IL,-7.0,-2.0,52.0,-22.0,-32.0,5.0
4396215,2022-06-14,US_IL,-4.0,-1.0,61.0,-19.0,-31.0,5.0
4396216,2022-06-15,US_IL,-3.0,1.0,57.0,-19.0,-31.0,5.0
4396217,2022-06-16,US_IL,-3.0,3.0,73.0,-20.0,-31.0,4.0
4396218,2022-06-17,US_IL,-6.0,2.0,90.0,-17.0,-33.0,4.0
4396219,2022-06-18,US_IL,-5.0,9.0,156.0,0.0,-10.0,-4.0
4396220,2022-06-19,US_IL,-1.0,6.0,169.0,-4.0,-12.0,-4.0
4396221,2022-06-20,US_IL,-4.0,0.0,81.0,-26.0,-40.0,6.0
4396222,2022-06-21,US_IL,-6.0,-2.0,60.0,-21.0,-32.0,5.0
4396223,2022-06-22,US_IL,-4.0,1.0,76.0,-18.0,-31.0,5.0
4396224,2022-06-23,US_IL,-4.0,2.0,85.0,-19.0,-31.0,4.0
4396225,2022-06-24,US_IL,-8.0,-2.0,84.0,-17.0,-33.0,4.0
4396226,2022-06-25,US_IL,-11.0,-1.0,81.0,-6.0,-9.0,-1.0
4396227,2022-06-26,US_IL,-2.0,1.0,168.0,3.0,-9.0,-3.0
4396228,2022-06-27,US_IL,-4.0,2.0,85.0,-21.0,-33.0,5.0
4396229,2022-06-28,US_IL,-2.0,1.0,98.0,-18.0,-32.0,4.0
4396230,2022-06-29,US_IL,-3.0,2.0,80.0,-17.0,-31.0,4.0
4396231,2022-06-30,US_IL,-2.0,5.0,85.0,-18.0,-31.0,4.0
4396232,2022-07-01,US_IL,-5.0,6.0,70.0,-16.0,-35.0,4.0
4396233,2022-07-02,US_IL,-9.0,9.0,148.0,-2.0,-16.0,-3.0
4396234,2022-07-03,US_IL,-5.0,8.0,212.0,-9.0,-15.0,-5.0
4396235,2022-07-04,US_IL,-23.0,-8.0,127.0,-40.0,-79.0,16.0
4396236,2022-07-05,US_IL,-9.0,-1.0,35.0,-22.0,-39.0,8.0
4396237,2022-07-06,US_IL,-6.0,1.0,57.0,-20.0,-33.0,6.0
4396238,2022-07-07,US_IL,-6.0,2.0,61.0,-22.0,-33.0,5.0
4396239,2022-07-08,US_IL,-10.0,-4.0,42.0,-22.0,-33.0,6.0
4396240,2022-07-09,US_IL,-8.0,2.0,146.0,0.0,-9.0,-3.0
4396241,2022-07-10,US_IL,-4.0,0.0,159.0,-3.0,-10.0,-2.0
4396242,2022-07-11,US_IL,-7.0,0.0,54.0,-22.0,-34.0,5.0
4396243,2022-07-12,US_IL,-4.0,-1.0,82.0,-18.0,-32.0,5.0
4396244,2022-07-13,US_IL,-4.0,1.0,76.0,-17.0,-31.0,5.0
4396245,2022-07-14,US_IL,-5.0,1.0,84.0,-19.0,-31.0,5.0
4396246,2022-07-15,US_IL,-14.0,-9.0,18.0,-23.0,-33.0,8.0
4396247,2022-07-16,US_IL,-10.0,1.0,125.0,-2.0,-9.0,-2.0
4396248,2022-07-17,US_IL,-7.0,-2.0,111.0,-6.0,-10.0,0.0
4396249,2022-07-18,US_IL,-7.0,0.0,72.0,-22.0,-34.0,9.0
4396250,2022-07-19,US_IL,-6.0,-2.0,71.0,-20.0,-32.0,9.0
4396251,2022-07-20,US_IL,-5.0,0.0,69.0,-18.0,-32.0,5.0
4396252,2022-07-21,US_IL,-6.0,2.0,70.0,-20.0,-31.0,5.0
4396253,2022-07-22,US_IL,-9.0,-2.0,73.0,-19.0,-33.0,5.0
4396254,2022-07-23,US_IL,-12.0,-3.0,97.0,-8.0,-10.0,-1.0
4396255,2022-07-24,US_IL,-8.0,-4.0,98.0,-9.0,-11.0,1.0
4396256,2022-07-25,US_IL,-7.0,-2.0,66.0,-22.0,-34.0,6.0
4396257,2022-07-26,US_IL,-5.0,-2.0,68.0,-18.0,-32.0,6.0
4396258,2022-07-27,US_IL,-5.0,-2.0,58.0,-18.0,-31.0,6.0
4396259,2022-07-28,US_IL,-4.0,1.0,76.0,-18.0,-31.0,5.0
4396260,2022-07-29,US_IL,-6.0,0.0,86.0,-16.0,-33.0,4.0
4396261,2022-07-30,US_IL,-8.0,0.0,139.0,0.0,-9.0,-3.0
4396262,2022-07-31,US_IL,-4.0,-2.0,155.0,-1.0,-9.0,-2.0
4396263,2022-08-01,US_IL,-4.0,1.0,60.0,-21.0,-34.0,5.0
4396264,2022-08-02,US_IL,-5.0,-2.0,71.0,-20.0,-32.0,5.0
4396265,2022-08-03,US_IL,-6.0,-2.0,36.0,-21.0,-32.0,6.0
4396266,2022-08-04,US_IL,-4.0,1.0,66.0,-20.0,-32.0,5.0
4396267,2022-08-05,US_IL,-7.0,-3.0,72.0,-16.0,-33.0,4.0
4396268,2022-08-06,US_IL,-10.0,-1.0,119.0,1.0,-11.0,-2.0
4396269,2022-08-07,US_IL,-8.0,-4.0,59.0,-7.0,-11.0,0.0
4396270,2022-08-08,US_IL,-8.0,-3.0,12.0,-25.0,-35.0,7.0
4396271,2022-08-09,US_IL,-3.0,-1.0,72.0,-19.0,-32.0,5.0
4396272,2022-08-10,US_IL,-3.0,0.0,71.0,-19.0,-31.0,4.0
4396273,2022-08-11,US_IL,-4.0,0.0,76.0,-20.0,-31.0,4.0
4396274,2022-08-12,US_IL,-8.0,-4.0,70.0,-18.0,-32.0,4.0
4396275,2022-08-13,US_IL,-8.0,0.0,128.0,-1.0,-8.0,-2.0
4396276,2022-08-14,US_IL,-4.0,-1.0,116.0,-4.0,-9.0,0.0
4396277,2022-08-15,US_IL,-3.0,0.0,58.0,-21.0,-33.0,7.0
4396278,2022-08-16,US_IL,-2.0,0.0,65.0,-18.0,-31.0,7.0
